timestamp,k_value,average_path_length,num_connected_pairs,total_pairs,connectivity_percentage,min_path_length,max_path_length,num_ground_stations,num_satellites,average_hops
600000000,25,10446403.01502518,4950,4950,100.0,1283679.6875,23037141.591055084,100,1131,9.02
600000000,50,10555007.751939524,4950,4950,100.0,1283679.6875,24037820.02756853,100,1106,9.144444444444444
600000000,75,10702950.530347921,4950,4950,100.0,1283679.6875,24091765.33161734,100,1081,9.341414141414141
600000000,100,11355060.120717887,4950,4950,100.0,1283679.6875,26362347.108642284,100,1056,9.97979797979798
600000000,125,11578863.633385023,4950,4950,100.0,1283679.6875,27396330.30472159,100,1031,10.157575757575758
600000000,150,11782183.731002659,4950,4950,100.0,1296737.4375,27533564.128563523,100,1006,10.377373737373738
600000000,175,12342817.996102454,4950,4950,100.0,1296737.4375,29767803.091750637,100,981,10.877171717171716
600000000,200,12838877.051260421,4950,4950,100.0,1296737.4375,31696767.372894067,100,956,11.399191919191919
600000000,225,13142440.490872657,4753,4950,96.02020202020202,1296737.4375,34588517.21961801,100,931,11.594782242794025
600000000,250,13482680.010024847,4753,4950,96.02020202020202,1296737.4375,36918962.81614631,100,906,11.871028823900694
500000000,25,10435692.902199013,4950,4950,100.0,1283555.625,23026256.701578096,100,1131,9.02020202020202
500000000,50,10542083.520161202,4950,4950,100.0,1283555.625,24038551.838607274,100,1106,9.143232323232324
500000000,75,10669657.36019584,4950,4950,100.0,1283555.625,24038551.838607274,100,1081,9.322222222222223
500000000,100,11353865.777732652,4950,4950,100.0,1283555.625,26361763.662680823,100,1056,9.977777777777778
500000000,125,11578038.114190716,4950,4950,100.0,1283555.625,27026550.054366764,100,1031,10.155959595959596
500000000,150,11784517.419767138,4950,4950,100.0,1296747.4375,27116685.35278186,100,1006,10.381818181818181
500000000,175,12151852.783453016,4950,4950,100.0,1296747.4375,29767561.51461693,100,981,10.725858585858585
500000000,200,12840759.945148861,4950,4950,100.0,1296747.4375,31696401.778352026,100,956,11.404242424242424
500000000,225,13150119.16138722,4753,4950,96.02020202020202,1296747.4375,34588076.84511091,100,931,11.601304439301494
500000000,250,13496657.005062835,4753,4950,96.02020202020202,1296747.4375,36918622.01688423,100,906,11.878602987586786
0,25,10430037.844097035,4950,4950,100.0,1282957.25,23040505.992112976,100,1131,9.008888888888889
0,50,10540881.645353775,4950,4950,100.0,1282957.25,24042231.38721212,100,1106,9.135757575757577
0,75,10653855.107700577,4950,4950,100.0,1282957.25,24042231.38721212,100,1081,9.311111111111112
0,100,11233316.955386711,4950,4950,100.0,1282957.25,25349640.265809577,100,1056,9.884646464646465
0,125,11500879.908632217,4950,4950,100.0,1282957.25,27027457.041793793,100,1031,10.073333333333334
0,150,11836813.963549986,4950,4950,100.0,1296818.9375,27400652.85562948,100,1006,10.441616161616162
0,175,12428226.81218632,4950,4950,100.0,1296818.9375,30308478.362426087,100,981,10.942222222222222
0,200,12677220.18667288,4851,4950,98.0,1296818.9375,31179337.62921078,100,956,11.192331478045764
0,225,13186120.298968382,4753,4950,96.02020202020202,1296818.9375,34585913.70406446,100,931,11.641068798653482
0,250,13533787.537599258,4753,4950,96.02020202020202,1296818.9375,36916965.031206,100,906,11.915842625710077
400000000,25,10446240.495675936,4950,4950,100.0,1283433.0,23038111.709709488,100,1131,9.023232323232323
400000000,50,10554834.17255571,4950,4950,100.0,1283433.0,24039287.146414086,100,1106,9.147676767676767
400000000,75,10682914.604923647,4950,4950,100.0,1283433.0,24039287.146414086,100,1081,9.327676767676767
400000000,100,11354840.890905542,4950,4950,100.0,1283433.0,26361180.39028524,100,1056,9.984040404040403
400000000,125,11579062.60031965,4950,4950,100.0,1283433.0,27026732.030286465,100,1031,10.162222222222223
400000000,150,11783173.894949721,4950,4950,100.0,1296758.75,27117255.2142281,100,1006,10.370303030303031
400000000,175,12325578.200907985,4950,4950,100.0,1296758.75,29767313.69695832,100,981,10.83090909090909
400000000,200,12844888.463997768,4950,4950,100.0,1296758.75,31696030.6406652,100,956,11.413535353535353
400000000,225,13153388.635902178,4753,4950,96.02020202020202,1296758.75,34587638.669286825,100,931,11.608878602987588
400000000,250,13497210.187657434,4753,4950,96.02020202020202,1296758.75,36918287.231369115,100,906,11.889964233115927
100000000,25,10431934.231599838,4950,4950,100.0,1283073.9375,23039735.32783657,100,1131,9.00909090909091
100000000,50,10539765.42444202,4950,4950,100.0,1283073.9375,24041494.038133297,100,1106,9.133131313131313
100000000,75,10654838.218762264,4950,4950,100.0,1283073.9375,24041494.038133297,100,1081,9.294545454545455
100000000,100,11266142.670735203,4950,4950,100.0,1283073.9375,25349961.750285793,100,1056,9.915353535353535
100000000,125,11460341.015389431,4950,4950,100.0,1283073.9375,27027276.025803942,100,1031,10.07959595959596
100000000,150,11782146.995188667,4950,4950,100.0,1296801.6875,27118971.202124275,100,1006,10.370303030303031
100000000,175,12325512.665309591,4950,4950,100.0,1296801.6875,29766594.667553905,100,981,10.83131313131313
100000000,200,12769147.743169306,4950,4950,100.0,1296801.6875,31694944.693274718,100,956,11.26909090909091
100000000,225,13151149.437691169,4753,4950,96.02020202020202,1296801.6875,34586343.97722611,100,931,11.608457816116138
100000000,250,13496503.45450995,4753,4950,96.02020202020202,1296801.6875,36917294.46095346,100,906,11.890385019987376
700000000,25,10446799.49218537,4950,4950,100.0,1283805.25,23036657.703137904,100,1131,9.024646464646464
700000000,50,10547848.44020847,4950,4950,100.0,1283805.25,24037086.291804317,100,1106,9.135151515151515
700000000,75,10733217.237398598,4950,4950,100.0,1283805.25,24037796.97128822,100,1081,9.377777777777778
700000000,100,11334441.941957766,4950,4950,100.0,1283805.25,26362933.563256312,100,1056,9.924848484848486
700000000,125,11563331.947789326,4950,4950,100.0,1283805.25,27026200.557254538,100,1031,10.105050505050505
700000000,150,11746464.110451652,4950,4950,100.0,1296729.0,27208472.655659534,100,1006,10.397373737373737
700000000,175,12371953.381705606,4950,4950,100.0,1296729.0,29768052.139087137,100,981,10.916969696969696
700000000,200,12808506.89516029,4950,4950,100.0,1296729.0,31745933.340450548,100,956,11.31939393939394
700000000,225,13084723.0451753,4753,4950,96.02020202020202,1296729.0,34048531.4624715,100,931,11.473174836945088
700000000,250,13385345.201662704,4753,4950,96.02020202020202,1296729.0,36919302.83397,100,906,11.791500105196718
200000000,25,10443968.114158161,4950,4950,100.0,1296785.875,23108959.753225617,100,1131,9.047272727272727
200000000,50,10579668.320475526,4950,4950,100.0,1296785.875,24040758.673649557,100,1106,9.244646464646465
200000000,75,10776473.260124564,4950,4950,100.0,1296785.875,24040758.673649557,100,1081,9.461010101010102
200000000,100,10969832.213066123,4950,4950,100.0,1296785.875,24089441.487164784,100,1056,9.6610101010101
200000000,125,11330719.646858161,4851,4950,98.0,1296785.875,25816037.83787795,100,1031,10.005772005772005
200000000,150,11609222.36228906,4851,4950,98.0,1296785.875,27027089.13660138,100,1006,10.232117089259946
200000000,175,12148031.61819212,4851,4950,98.0,1296785.875,30036064.823821567,100,981,10.717584003298288
200000000,200,12264735.387710078,4656,4950,94.06060606060606,1296785.875,29443192.617980987,100,956,10.84192439862543
200000000,225,12583331.516640352,4656,4950,94.06060606060606,1297007.0625,30623750.949743114,100,931,11.077104810996564
200000000,250,11872090.248016985,4186,4950,84.56565656565657,1337360.625,30870100.164708145,100,906,10.543239369326326
300000000,25,10446286.334122038,4950,4950,100.0,1283311.875,23038599.047710788,100,1131,9.023232323232323
300000000,50,10554877.216518098,4950,4950,100.0,1283311.875,24040021.265076216,100,1106,9.147676767676767
300000000,75,10682929.71265585,4950,4950,100.0,1283311.875,24040021.265076216,100,1081,9.327676767676767
300000000,100,11354872.286196724,4950,4950,100.0,1283311.875,26360599.36653206,100,1056,9.984040404040403
300000000,125,11578988.476618424,4950,4950,100.0,1283311.875,27026909.217020012,100,1031,10.162222222222223
300000000,150,11782238.40595823,4950,4950,100.0,1296771.625,27117824.267837387,100,1006,10.374949494949496
300000000,175,12325408.222075175,4950,4950,100.0,1296771.625,29767075.849831376,100,981,10.83131313131313
300000000,200,12844773.27910227,4950,4950,100.0,1296771.625,31695669.728719313,100,956,11.414747474747475
300000000,225,13151130.404030424,4753,4950,96.02020202020202,1296771.625,34587203.42055957,100,931,11.608457816116138
300000000,250,13481059.743708512,4753,4950,96.02020202020202,1296771.625,36917953.58086621,100,906,11.880706921944036
900000000,25,10445876.470649146,4950,4950,100.0,1284060.8125,23035694.2514821,100,1131,9.025050505050505
900000000,50,10547094.731982097,4950,4950,100.0,1284060.8125,24035623.7516078,100,1106,9.132727272727273
900000000,75,10733052.30505134,4950,4950,100.0,1284060.8125,24039819.347938966,100,1081,9.377777777777778
900000000,100,11334332.250483625,4950,4950,100.0,1284060.8125,26364109.62957615,100,1056,9.925050505050505
900000000,125,11556449.459624033,4950,4950,100.0,1284060.8125,27034864.646123603,100,1031,10.09939393939394
900000000,150,11746218.479460234,4950,4950,100.0,1296716.375,27208048.617170863,100,1006,10.397777777777778
900000000,175,12372310.094180455,4950,4950,100.0,1296716.375,29768550.848530557,100,981,10.916767676767677
900000000,200,12808519.733210733,4950,4950,100.0,1296716.375,31744581.59916276,100,956,11.31939393939394
900000000,225,13089027.672859639,4753,4950,96.02020202020202,1296716.375,34051190.45591144,100,931,11.48159057437408
900000000,250,13504522.773381252,4753,4950,96.02020202020202,1296716.375,36919990.05532388,100,906,11.889122659373028
800000000,25,10445921.575359847,4950,4950,100.0,1283932.25,23036175.47832241,100,1131,9.025050505050505
800000000,50,10547132.214078631,4950,4950,100.0,1283932.25,24036355.43104498,100,1106,9.132727272727273
800000000,75,10733069.461364789,4950,4950,100.0,1283932.25,24038807.074310996,100,1081,9.377777777777778
800000000,100,11334386.487955183,4950,4950,100.0,1283932.25,26363521.14738189,100,1056,9.924848484848486
800000000,125,11556012.141383175,4950,4950,100.0,1283932.25,27034995.06621643,100,1031,10.099191919191918
800000000,150,11745789.639395613,4950,4950,100.0,1296721.875,27208260.809095975,100,1006,10.397575757575758
800000000,175,12371865.328850174,4950,4950,100.0,1296721.875,29768298.887774613,100,981,10.916969696969696
800000000,200,12808412.31399734,4950,4950,100.0,1296721.875,31745256.53088229,100,956,11.31939393939394
800000000,225,13089033.59760349,4753,4950,96.02020202020202,1296721.875,34049859.038105145,100,931,11.481800967809804
800000000,250,13504557.290787527,4753,4950,96.02020202020202,1296721.875,36919645.74378791,100,906,11.889543446244478
